strategy,F1,F2,C,V,CAGR,daily_sharpe,max_drawdown,win_ratio,ytd
EPS_<0__DEBTRATIO_0_0.35__None__v1,EPS_<0,DEBTRATIO_0_0.35,None,v1,0.20874911428078424,25.12,-0.4113777343016931,0.6,-0.09245585214906027
DEBTRATIO_>=0.55__ROE_5_10__None__v0,DEBTRATIO_>=0.55,ROE_5_10,None,v0,0.20860790840514865,34.24,-0.49087000831976935,0.6031746031746031,0.09187216279098642
EPS_<0__ROE_<5__None__v0,EPS_<0,ROE_<5,None,v0,0.208026828584003,35.37,-0.4265871877370001,0.5868263473053892,0.1754434984974269
EPS_<0__FCF_P_<0__None__v1,EPS_<0,FCF_P_<0,None,v1,0.20796584971678245,34.28,-0.46675463085477964,0.538961038961039,0.1337997566593383
ROE_>=20__FCF_P_0_0.05__C8_FCF_MOM_riseq2__v0,ROE_>=20,FCF_P_0_0.05,C8_FCF_MOM_riseq2,v0,0.2078105249390858,39.95,-0.2555987822864113,0.6823529411764706,0.15463130276174253
ROE_<5__EPS_<0__C4_REVENUE_GROWTH_qmax5__v0,ROE_<5,EPS_<0,C4_REVENUE_GROWTH_qmax5,v0,0.20762790454608382,35.86,-0.4450178757057036,0.5858930602957907,0.18599598660325123
EPS_<0__FCF_P_0_0.05__C4_REVENUE_GROWTH_qmax5__v0,EPS_<0,FCF_P_0_0.05,C4_REVENUE_GROWTH_qmax5,v0,0.20738376373520562,33.55,-0.46903253964720626,0.5698412698412698,0.09704913241114443
ROE_>=20__EPS_0_2__C7_EPS_QOQ_ytdavg_gt_lyytdavg__v0,ROE_>=20,EPS_0_2,C7_EPS_QOQ_ytdavg_gt_lyytdavg,v0,0.20732191954666357,42.14,-0.3590877434008315,0.6265822784810127,0.20384705153817695
EPS_<0__DEBTRATIO_0_0.35__C1_ROE_SEQ_qmax4__v1,EPS_<0,DEBTRATIO_0_0.35,C1_ROE_SEQ_qmax4,v1,0.2069433531674174,24.87,-0.44497639670259215,0.5887850467289719,-0.10492739465584244
DEBTRATIO_0_0.35__EPS_<0__C6_EPS_QOQ_yoy__v0,DEBTRATIO_0_0.35,EPS_<0,C6_EPS_QOQ_yoy,v0,0.20665967990152945,29.57,-0.2698821771450095,0.6666666666666666,0.10062388897700236
DEBTRATIO_>=0.55__None__None__v0,DEBTRATIO_>=0.55,None,None,v0,0.20642850666641177,35.04,-0.3712343907480927,0.7391304347826086,0.09204583879567685
ROE_>=20__None__C4_REVENUE_GROWTH_qmax5__v0,ROE_>=20,None,C4_REVENUE_GROWTH_qmax5,v0,0.20625083054830595,33.31,-0.3686729774723514,0.6225,0.21481438877262038
ROE_10_15__FCF_P_>=0.05__C4_REVENUE_GROWTH_qmax5__v0,ROE_10_15,FCF_P_>=0.05,C4_REVENUE_GROWTH_qmax5,v0,0.20592226589490603,33.69,-0.5410729776015586,0.7076923076923077,0.14798371696002022
FCF_P_>=0.05__ROE_10_15__None__v0,FCF_P_>=0.05,ROE_10_15,None,v0,0.20582932077082394,33.49,-0.5410729776015586,0.703125,0.14799439191727704
ROE_>=20__None__None__v0,ROE_>=20,None,None,v0,0.20467762767374498,33.53,-0.38203029077250494,0.6246153846153846,0.21500152686156215
ROE_>=20__None__C1_ROE_SEQ_qmax4__v0,ROE_>=20,None,C1_ROE_SEQ_qmax4,v0,0.2045814506813084,33.52,-0.37773857063478133,0.6153846153846154,0.19904505349627133
FCF_P_>=0.05__ROE_10_15__C1_ROE_SEQ_qmax4__v0,FCF_P_>=0.05,ROE_10_15,C1_ROE_SEQ_qmax4,v0,0.20415243351558887,33.85,-0.5410729829164995,0.7076923076923077,0.1479943919172766
ROE_<5__DEBTRATIO_>=0.55__C7_EPS_QOQ_ytdavg_gt_lyytdavg__v0,ROE_<5,DEBTRATIO_>=0.55,C7_EPS_QOQ_ytdavg_gt_lyytdavg,v0,0.20389345812217985,44.42,-0.3088063806642821,0.62882096069869,0.13673962562850517
DEBTRATIO_>=0.55__None__C4_REVENUE_GROWTH_qmax5__v0,DEBTRATIO_>=0.55,None,C4_REVENUE_GROWTH_qmax5,v0,0.20273809792493713,35.28,-0.37987853496667634,0.6512968299711815,0.08046958069621324
ROE_>=20__FCF_P_>=0.05__C7_EPS_QOQ_ytdavg_gt_lyytdavg__v0,ROE_>=20,FCF_P_>=0.05,C7_EPS_QOQ_ytdavg_gt_lyytdavg,v0,0.2025907184126705,36.12,-0.40369379054034993,0.7241379310344828,0.0
DEBTRATIO_>=0.55__None__C1_ROE_SEQ_qmax4__v1,DEBTRATIO_>=0.55,None,C1_ROE_SEQ_qmax4,v1,0.20208343023844866,30.95,-0.3840312436672092,0.5948051948051948,0.08783656080526248
ROE_10_15__DEBTRATIO_0_0.35__C4_REVENUE_GROWTH_qmax5__v1,ROE_10_15,DEBTRATIO_0_0.35,C4_REVENUE_GROWTH_qmax5,v1,0.2019589074560666,27.88,-0.3634360406483589,0.5705882352941176,0.0795185510163865
FCF_P_>=0.05__EPS_<0__None__v0,FCF_P_>=0.05,EPS_<0,None,v0,0.2010639926250577,36.71,-0.3921909078403166,0.5862068965517241,0.1989409697691944
ROE_>=20__DEBTRATIO_0.35_0.55__None__v1,ROE_>=20,DEBTRATIO_0.35_0.55,None,v1,0.2008736872599144,42.05,-0.43275107373869237,0.6194690265486725,0.6434523592037913
FCF_P_0_0.05__ROE_5_10__C3_ROE_SEQ_yoy__v0,FCF_P_0_0.05,ROE_5_10,C3_ROE_SEQ_yoy,v0,0.2001122482740063,45.88,-0.37955589268095524,0.5829307568438004,0.08119514589718091
EPS_0_2__ROE_5_10__C3_ROE_SEQ_yoy__v0,EPS_0_2,ROE_5_10,C3_ROE_SEQ_yoy,v0,0.19961193592531212,46.6,-0.44020387022130336,0.5814977973568282,0.044392616029256926
EPS_<0__DEBTRATIO_0_0.35__C3_ROE_SEQ_yoy__v0,EPS_<0,DEBTRATIO_0_0.35,C3_ROE_SEQ_yoy,v0,0.1991909794824358,28.04,-0.33178394067247985,0.6428571428571429,0.10062388897700236
DEBTRATIO_>=0.55__None__C7_EPS_QOQ_ytdavg_gt_lyytdavg__v1,DEBTRATIO_>=0.55,None,C7_EPS_QOQ_ytdavg_gt_lyytdavg,v1,0.19916310686513494,43.37,-0.323839150361945,0.582995951417004,0.10019947335719115
DEBTRATIO_>=0.55__ROE_5_10__C1_ROE_SEQ_qmax4__v0,DEBTRATIO_>=0.55,ROE_5_10,C1_ROE_SEQ_qmax4,v0,0.1983829829102013,34.47,-0.4858095048732919,0.5724137931034483,0.06710968315306776
DEBTRATIO_>=0.55__EPS_0_2__C1_ROE_SEQ_qmax4__v0,DEBTRATIO_>=0.55,EPS_0_2,C1_ROE_SEQ_qmax4,v0,0.1983236548092111,35.88,-0.3728782346313396,0.625,0.10765647077188745
DEBTRATIO_>=0.55__EPS_0_2__None__v0,DEBTRATIO_>=0.55,EPS_0_2,None,v0,0.1970796564311328,36.59,-0.37297198383438723,0.6465863453815262,0.11205733836902598
ROE_15_20__None__C7_EPS_QOQ_ytdavg_gt_lyytdavg__v0,ROE_15_20,None,C7_EPS_QOQ_ytdavg_gt_lyytdavg,v0,0.19701560658778305,41.58,-0.3690170441003445,0.578125,0.08417171851958338
EPS_<0__FCF_P_<0__C1_ROE_SEQ_qmax4__v1,EPS_<0,FCF_P_<0,C1_ROE_SEQ_qmax4,v1,0.1967050944480515,33.39,-0.5187593804413438,0.5364238410596026,0.1337997566593383
DEBTRATIO_>=0.55__None__None__v1,DEBTRATIO_>=0.55,None,None,v1,0.19503576057889682,32.51,-0.3785004681174935,0.6149425287356322,0.10609450041091528
DEBTRATIO_>=0.55__EPS_0_2__C4_REVENUE_GROWTH_qmax5__v0,DEBTRATIO_>=0.55,EPS_0_2,C4_REVENUE_GROWTH_qmax5,v0,0.19462107520730498,36.71,-0.37427486336786786,0.6135693215339233,0.08757603032879047
FCF_P_<0__ROE_5_10__C4_REVENUE_GROWTH_qmax5__v0,FCF_P_<0,ROE_5_10,C4_REVENUE_GROWTH_qmax5,v0,0.19438531171993279,37.39,-0.42280298988012643,0.5852272727272727,-0.024081317825733306
ROE_>=20__None__C7_EPS_QOQ_ytdavg_gt_lyytdavg__v0,ROE_>=20,None,C7_EPS_QOQ_ytdavg_gt_lyytdavg,v0,0.1943668253410542,46.5,-0.35556636695445,0.5904761904761905,0.20863163630124792
EPS_<0__DEBTRATIO_0_0.35__C4_REVENUE_GROWTH_qmax5__v1,EPS_<0,DEBTRATIO_0_0.35,C4_REVENUE_GROWTH_qmax5,v1,0.19390457267599315,25.62,-0.496644505405034,0.5648148148148148,-0.10772777650027798
EPS_>=2__ROE_>=20__C1_ROE_SEQ_qmax4__v1,EPS_>=2,ROE_>=20,C1_ROE_SEQ_qmax4,v1,0.19341430023027573,32.57,-0.5436881566817475,0.5179856115107914,0.8606730172978196
ROE_5_10__FCF_P_<0__C7_EPS_QOQ_ytdavg_gt_lyytdavg__v0,ROE_5_10,FCF_P_<0,C7_EPS_QOQ_ytdavg_gt_lyytdavg,v0,0.193036177797123,49.95,-0.4494785122440128,0.536,-0.01811717085824227
FCF_P_0_0.05__DEBTRATIO_>=0.55__C5_REVENUE_GROWTH_yoy__v1,FCF_P_0_0.05,DEBTRATIO_>=0.55,C5_REVENUE_GROWTH_yoy,v1,0.19274465161031062,36.86,-0.23116761243990325,0.6,-0.09568696311763902
ROE_>=20__EPS_>=2__C4_REVENUE_GROWTH_qmax5__v1,ROE_>=20,EPS_>=2,C4_REVENUE_GROWTH_qmax5,v1,0.1925203935902089,34.21,-0.43823179487004194,0.5,0.7600778573771325
ROE_10_15__DEBTRATIO_0_0.35__C1_ROE_SEQ_qmax4__v1,ROE_10_15,DEBTRATIO_0_0.35,C1_ROE_SEQ_qmax4,v1,0.19216124193419826,28.24,-0.36343604064836355,0.5764705882352941,0.05619052458115603
FCF_P_<0__ROE_5_10__C1_ROE_SEQ_qmax4__v0,FCF_P_<0,ROE_5_10,C1_ROE_SEQ_qmax4,v0,0.19114384167522447,38.48,-0.45572471363361444,0.5835694050991501,0.01746551982746003
FCF_P_0_0.05__EPS_0_2__C5_REVENUE_GROWTH_yoy__v1,FCF_P_0_0.05,EPS_0_2,C5_REVENUE_GROWTH_yoy,v1,0.19000622267777478,39.99,-0.38175244247996876,0.595,-0.17250524800513833
DEBTRATIO_>=0.55__ROE_<5__C1_ROE_SEQ_qmax4__v0,DEBTRATIO_>=0.55,ROE_<5,C1_ROE_SEQ_qmax4,v0,0.18979898602772738,39.22,-0.3599958744170012,0.6339869281045751,0.12034929211769385
FCF_P_>=0.05__ROE_10_15__C7_EPS_QOQ_ytdavg_gt_lyytdavg__v0,FCF_P_>=0.05,ROE_10_15,C7_EPS_QOQ_ytdavg_gt_lyytdavg,v0,0.1896626217276869,36.93,-0.45147368779096275,0.6451612903225806,0.11498978600693599
ROE_15_20__EPS_0_2__C1_ROE_SEQ_qmax4__v1,ROE_15_20,EPS_0_2,C1_ROE_SEQ_qmax4,v1,0.18965297123353775,26.23,-0.42815099190530237,0.625,-0.3025598547712607
DEBTRATIO_>=0.55__FCF_P_>=0.05__C4_REVENUE_GROWTH_qmax5__v0,DEBTRATIO_>=0.55,FCF_P_>=0.05,C4_REVENUE_GROWTH_qmax5,v0,0.18905593565591672,30.19,-0.5344674975018784,0.675,0.16215334884436206
FCF_P_0_0.05__ROE_>=20__C7_EPS_QOQ_ytdavg_gt_lyytdavg__v0,FCF_P_0_0.05,ROE_>=20,C7_EPS_QOQ_ytdavg_gt_lyytdavg,v0,0.1882983421815454,48.68,-0.34329078070336316,0.583941605839416,0.2549799854325434
FCF_P_>=0.05__None__None__v0,FCF_P_>=0.05,None,None,v0,0.1877936686953654,34.48,-0.46989209575785384,0.6053811659192825,0.21806749361068634
FCF_P_>=0.05__None__C1_ROE_SEQ_qmax4__v0,FCF_P_>=0.05,None,C1_ROE_SEQ_qmax4,v0,0.18736047641453113,34.67,-0.47217126973885437,0.609129814550642,0.22563255096033452
EPS_>=2__ROE_>=20__None__v1,EPS_>=2,ROE_>=20,None,v1,0.18721559517396136,33.07,-0.5436881566817475,0.5038167938931297,0.7600778573771316
FCF_P_>=0.05__DEBTRATIO_0.35_0.55__C7_EPS_QOQ_ytdavg_gt_lyytdavg__v0,FCF_P_>=0.05,DEBTRATIO_0.35_0.55,C7_EPS_QOQ_ytdavg_gt_lyytdavg,v0,0.18716660581029743,38.25,-0.4820930080584458,0.6344086021505376,0.318209373664889
EPS_0_2__ROE_15_20__None__v1,EPS_0_2,ROE_15_20,None,v1,0.18699522949150071,27.21,-0.4132229260992485,0.6206896551724138,-0.2847016527730092
ROE_15_20__None__None__v0,ROE_15_20,None,None,v0,0.18674047845195907,32.17,-0.3506487345422008,0.5986622073578596,0.0651410954573719
ROE_15_20__EPS_0_2__C4_REVENUE_GROWTH_qmax5__v1,ROE_15_20,EPS_0_2,C4_REVENUE_GROWTH_qmax5,v1,0.18650782606637684,26.75,-0.4281509919053025,0.6206896551724138,-0.3025598547712606
DEBTRATIO_0.35_0.55__FCF_P_>=0.05__None__v0,DEBTRATIO_0.35_0.55,FCF_P_>=0.05,None,v0,0.18608897860534857,43.47,-0.4760798119819343,0.5984848484848485,0.30481626420364605
DEBTRATIO_>=0.55__ROE_<5__None__v0,DEBTRATIO_>=0.55,ROE_<5,None,v0,0.1858979037705053,40.48,-0.3659228887159597,0.6173469387755102,0.12688586090149157
DEBTRATIO_>=0.55__ROE_15_20__C1_ROE_SEQ_qmax4__v1,DEBTRATIO_>=0.55,ROE_15_20,C1_ROE_SEQ_qmax4,v1,0.18559774860718092,36.14,-0.30594750126321313,0.7142857142857143,-0.18287506478870497
ROE_15_20__DEBTRATIO_>=0.55__C4_REVENUE_GROWTH_qmax5__v1,ROE_15_20,DEBTRATIO_>=0.55,C4_REVENUE_GROWTH_qmax5,v1,0.18559774860718092,36.14,-0.30594750126321313,0.7142857142857143,-0.18287506478870497
DEBTRATIO_>=0.55__None__C4_REVENUE_GROWTH_qmax5__v1,DEBTRATIO_>=0.55,None,C4_REVENUE_GROWTH_qmax5,v1,0.18551576672769032,33.32,-0.400008417104291,0.6020671834625323,0.08867625844015015
DEBTRATIO_>=0.55__FCF_P_0_0.05__C7_EPS_QOQ_ytdavg_gt_lyytdavg__v1,DEBTRATIO_>=0.55,FCF_P_0_0.05,C7_EPS_QOQ_ytdavg_gt_lyytdavg,v1,0.18476064611692133,41.97,-0.34290784963626586,0.5863636363636363,0.02052214260976215
ROE_10_15__EPS_0_2__C7_EPS_QOQ_ytdavg_gt_lyytdavg__v0,ROE_10_15,EPS_0_2,C7_EPS_QOQ_ytdavg_gt_lyytdavg,v0,0.18470405625593278,47.74,-0.3814631676108925,0.5963302752293578,0.1438092036250318
DEBTRATIO_0.35_0.55__FCF_P_0_0.05__C3_ROE_SEQ_yoy__v0,DEBTRATIO_0.35_0.55,FCF_P_0_0.05,C3_ROE_SEQ_yoy,v0,0.18470233540709557,38.05,-0.4229921031150419,0.6091603053435114,0.08210041369928556
ROE_10_15__EPS_0_2__C1_ROE_SEQ_qmax4__v0,ROE_10_15,EPS_0_2,C1_ROE_SEQ_qmax4,v0,0.18468399202561692,36.41,-0.3659786601600016,0.5866983372921615,0.12575226248140114
DEBTRATIO_0_0.35__ROE_10_15__None__v1,DEBTRATIO_0_0.35,ROE_10_15,None,v1,0.18433729654132858,29.48,-0.36343604064835855,0.5783132530120482,0.05619052458170093
ROE_5_10__None__C3_ROE_SEQ_yoy__v0,ROE_5_10,None,C3_ROE_SEQ_yoy,v0,0.18433568615312312,49.91,-0.41776692858900766,0.5802469135802469,0.14848368187602556
DEBTRATIO_>=0.55__FCF_P_>=0.05__C1_ROE_SEQ_qmax4__v0,DEBTRATIO_>=0.55,FCF_P_>=0.05,C1_ROE_SEQ_qmax4,v0,0.18351998008502535,30.96,-0.5344674975018784,0.6341463414634146,0.16215334884436428
ROE_5_10__EPS_0_2__C4_REVENUE_GROWTH_qmax5__v1,ROE_5_10,EPS_0_2,C4_REVENUE_GROWTH_qmax5,v1,0.18351069798438968,39.07,-0.34920491789526376,0.5783475783475783,0.07055403961106732
FCF_P_<0__EPS_<0__C4_REVENUE_GROWTH_qmax5__v1,FCF_P_<0,EPS_<0,C4_REVENUE_GROWTH_qmax5,v1,0.1833099722145748,35.89,-0.6152234840423895,0.5,0.13379975665933896
ROE_<5__DEBTRATIO_>=0.55__C4_REVENUE_GROWTH_qmax5__v0,ROE_<5,DEBTRATIO_>=0.55,C4_REVENUE_GROWTH_qmax5,v0,0.18322000344759481,41.35,-0.3780643475366503,0.630718954248366,0.13954367285805014
FCF_P_>=0.05__EPS_0_2__None__v1,FCF_P_>=0.05,EPS_0_2,None,v1,0.1830211235672834,33.71,-0.5912204339761556,0.5824742268041238,0.2539762365321674
ROE_15_20__None__C1_ROE_SEQ_qmax4__v0,ROE_15_20,None,C1_ROE_SEQ_qmax4,v0,0.1828486348567555,32.34,-0.34179588209722767,0.6063492063492063,0.05181881558537493
DEBTRATIO_0.35_0.55__FCF_P_0_0.05__C2_ROE_SEQ_riseq1__v0,DEBTRATIO_0.35_0.55,FCF_P_0_0.05,C2_ROE_SEQ_riseq1,v0,0.1828152751033021,39.76,-0.17395083188477778,0.7134831460674157,-0.0630130081126078
FCF_P_>=0.05__EPS_0_2__C1_ROE_SEQ_qmax4__v1,FCF_P_>=0.05,EPS_0_2,C1_ROE_SEQ_qmax4,v1,0.18266878799947395,36.16,-0.5912204339761555,0.5927835051546392,0.25398407230854114
ROE_<5__DEBTRATIO_>=0.55__C7_EPS_QOQ_ytdavg_gt_lyytdavg__v1,ROE_<5,DEBTRATIO_>=0.55,C7_EPS_QOQ_ytdavg_gt_lyytdavg,v1,0.1824172026182591,55.95,-0.3008523858128923,0.6038961038961039,0.1632948838528987
DEBTRATIO_>=0.55__ROE_5_10__C4_REVENUE_GROWTH_qmax5__v0,DEBTRATIO_>=0.55,ROE_5_10,C4_REVENUE_GROWTH_qmax5,v0,0.18211962362429057,35.11,-0.5283148492361524,0.5774647887323944,-0.07481576763359787
EPS_0_2__ROE_5_10__C1_ROE_SEQ_qmax4__v0,EPS_0_2,ROE_5_10,C1_ROE_SEQ_qmax4,v0,0.18174413775054865,39.49,-0.33348333800403485,0.5993377483443708,0.07724176557849116
ROE_15_20__None__C4_REVENUE_GROWTH_qmax5__v0,ROE_15_20,None,C4_REVENUE_GROWTH_qmax5,v0,0.18164386113065034,33.53,-0.34179588209722767,0.598705501618123,0.0740545965244841
ROE_>=20__DEBTRATIO_0.35_0.55__C7_EPS_QOQ_ytdavg_gt_lyytdavg__v0,ROE_>=20,DEBTRATIO_0.35_0.55,C7_EPS_QOQ_ytdavg_gt_lyytdavg,v0,0.18152876034510812,58.28,-0.35124257682583626,0.5859872611464968,0.2744851681056828
ROE_>=20__DEBTRATIO_0_0.35__C4_REVENUE_GROWTH_qmax5__v0,ROE_>=20,DEBTRATIO_0_0.35,C4_REVENUE_GROWTH_qmax5,v0,0.18077908155661992,38.9,-0.38406236591089427,0.60431654676259,0.30574769771595456
ROE_10_15__EPS_0_2__C4_REVENUE_GROWTH_qmax5__v0,ROE_10_15,EPS_0_2,C4_REVENUE_GROWTH_qmax5,v0,0.18060301842060622,37.31,-0.3773996923312055,0.5765550239234449,0.11765093711385965
FCF_P_0_0.05__ROE_15_20__C7_EPS_QOQ_ytdavg_gt_lyytdavg__v0,FCF_P_0_0.05,ROE_15_20,C7_EPS_QOQ_ytdavg_gt_lyytdavg,v0,0.18045363893623878,46.19,-0.3616568329685681,0.5633802816901409,0.039238688518726805
ROE_5_10__None__C5_REVENUE_GROWTH_yoy__v1,ROE_5_10,None,C5_REVENUE_GROWTH_yoy,v1,0.18032562952182274,37.05,-0.4303755686967201,0.526595744680851,0.06825396512700688
EPS_0_2__ROE_5_10__None__v1,EPS_0_2,ROE_5_10,None,v1,0.18031878107214405,40.17,-0.35218954661917734,0.5773809523809523,0.11115266194332363
DEBTRATIO_0.35_0.55__FCF_P_>=0.05__C4_REVENUE_GROWTH_qmax5__v0,DEBTRATIO_0.35_0.55,FCF_P_>=0.05,C4_REVENUE_GROWTH_qmax5,v0,0.18012969764818187,44.93,-0.48073995344960996,0.5925925925925926,0.32663421657421043
ROE_5_10__EPS_0_2__C1_ROE_SEQ_qmax4__v1,ROE_5_10,EPS_0_2,C1_ROE_SEQ_qmax4,v1,0.17978656998875886,39.93,-0.3508860083148736,0.5740740740740741,0.07055403961106754
EPS_0_2__ROE_10_15__None__v0,EPS_0_2,ROE_10_15,None,v0,0.17958497051186328,37.26,-0.37574494440300055,0.5848101265822785,0.11896840448958712
EPS_0_2__ROE_5_10__None__v0,EPS_0_2,ROE_5_10,None,v0,0.1790601529182132,40.2,-0.3309504895274392,0.6053897978825794,0.07798208549317565
DEBTRATIO_0.35_0.55__FCF_P_0_0.05__C6_EPS_QOQ_yoy__v0,DEBTRATIO_0.35_0.55,FCF_P_0_0.05,C6_EPS_QOQ_yoy,v0,0.17891666688506858,40.25,-0.4205514710767623,0.6072463768115942,0.0874544037324696
ROE_5_10__EPS_0_2__C4_REVENUE_GROWTH_qmax5__v0,ROE_5_10,EPS_0_2,C4_REVENUE_GROWTH_qmax5,v0,0.1786295171146084,39.85,-0.33538406454503356,0.597187758478081,0.06212200013817126
FCF_P_0_0.05__DEBTRATIO_>=0.55__C7_EPS_QOQ_ytdavg_gt_lyytdavg__v0,FCF_P_0_0.05,DEBTRATIO_>=0.55,C7_EPS_QOQ_ytdavg_gt_lyytdavg,v0,0.17813994740741657,47.72,-0.3307091103387272,0.6085526315789473,0.020868578790117054
DEBTRATIO_0_0.35__ROE_>=20__None__v0,DEBTRATIO_0_0.35,ROE_>=20,None,v0,0.17804064276571507,39.34,-0.3840623659108945,0.6015625,0.31626670185210193
ROE_>=20__DEBTRATIO_0.35_0.55__C1_ROE_SEQ_qmax4__v1,ROE_>=20,DEBTRATIO_0.35_0.55,C1_ROE_SEQ_qmax4,v1,0.17787196855811827,45.4,-0.43275107373869237,0.5923076923076923,0.4588824717078013
ROE_>=20__FCF_P_0_0.05__None__v0,ROE_>=20,FCF_P_0_0.05,None,v0,0.17784366765667814,41.17,-0.3736595781374955,0.599290780141844,0.26013036440614634
DEBTRATIO_0_0.35__FCF_P_>=0.05__C7_EPS_QOQ_ytdavg_gt_lyytdavg__v1,DEBTRATIO_0_0.35,FCF_P_>=0.05,C7_EPS_QOQ_ytdavg_gt_lyytdavg,v1,0.17757762984817616,36.99,-0.5717726457502785,0.6097560975609756,0.08372119109341991
ROE_10_15__DEBTRATIO_0_0.35__C7_EPS_QOQ_ytdavg_gt_lyytdavg__v0,ROE_10_15,DEBTRATIO_0_0.35,C7_EPS_QOQ_ytdavg_gt_lyytdavg,v0,0.17747587860028013,53.73,-0.3866442427846166,0.5924657534246576,0.2424626929902045
FCF_P_>=0.05__None__C4_REVENUE_GROWTH_qmax5__v0,FCF_P_>=0.05,None,C4_REVENUE_GROWTH_qmax5,v0,0.17743147948581894,35.91,-0.484432372751576,0.6147186147186147,0.22512569252374126
FCF_P_>=0.05__EPS_<0__C1_ROE_SEQ_qmax4__v0,FCF_P_>=0.05,EPS_<0,C1_ROE_SEQ_qmax4,v0,0.17709319992660277,41.08,-0.46584422558461835,0.5555555555555556,0.19894233894712343
FCF_P_>=0.05__EPS_<0__C4_REVENUE_GROWTH_qmax5__v0,FCF_P_>=0.05,EPS_<0,C4_REVENUE_GROWTH_qmax5,v0,0.17661825423623756,42.14,-0.4660524707271527,0.5689655172413793,0.24033987476216945
ROE_>=20__FCF_P_0_0.05__C4_REVENUE_GROWTH_qmax5__v0,ROE_>=20,FCF_P_0_0.05,C4_REVENUE_GROWTH_qmax5,v0,0.17600573762261607,41.78,-0.3613968278123024,0.6063218390804598,0.26131162886234893
FCF_P_<0__ROE_5_10__C1_ROE_SEQ_qmax4__v1,FCF_P_<0,ROE_5_10,C1_ROE_SEQ_qmax4,v1,0.17576150269920232,37.92,-0.46763388881588563,0.5870967741935483,-0.11448407734669619
FCF_P_0_0.05__ROE_>=20__C1_ROE_SEQ_qmax4__v0,FCF_P_0_0.05,ROE_>=20,C1_ROE_SEQ_qmax4,v0,0.1757322264229022,41.61,-0.3690086316804996,0.5911602209944752,0.24538539757823696
EPS_>=2__ROE_<5__C7_EPS_QOQ_ytdavg_gt_lyytdavg__v1,EPS_>=2,ROE_<5,C7_EPS_QOQ_ytdavg_gt_lyytdavg,v1,0.17562965413585174,47.53,-0.4054556367771106,0.6052631578947368,0.07281884745785505
FCF_P_>=0.05__DEBTRATIO_0.35_0.55__C1_ROE_SEQ_qmax4__v0,FCF_P_>=0.05,DEBTRATIO_0.35_0.55,C1_ROE_SEQ_qmax4,v0,0.17555605633999183,46.4,-0.47607981198193405,0.5970149253731343,0.3048162642036465
ROE_5_10__DEBTRATIO_0.35_0.55__C5_REVENUE_GROWTH_yoy__v1,ROE_5_10,DEBTRATIO_0.35_0.55,C5_REVENUE_GROWTH_yoy,v1,0.17491831999487628,42.49,-0.2562842985487497,0.7058823529411765,0.060166521684309915
FCF_P_>=0.05__DEBTRATIO_0_0.35__None__v0,FCF_P_>=0.05,DEBTRATIO_0_0.35,None,v0,0.17490873843788668,35.77,-0.4776562110694714,0.6,0.18815963111112688
ROE_5_10__EPS_0_2__C7_EPS_QOQ_ytdavg_gt_lyytdavg__v0,ROE_5_10,EPS_0_2,C7_EPS_QOQ_ytdavg_gt_lyytdavg,v0,0.17485491933198571,50.51,-0.3388176436235444,0.60734149054505,0.07192946501335729
FCF_P_<0__EPS_<0__C6_EPS_QOQ_yoy__v0,FCF_P_<0,EPS_<0,C6_EPS_QOQ_yoy,v0,0.17478233457005654,34.83,-0.3457224751843604,0.55,0.0
ROE_5_10__FCF_P_<0__None__v0,ROE_5_10,FCF_P_<0,None,v0,0.1747165680756515,40.61,-0.4469147961787914,0.5742857142857143,-0.0334472874492211
DEBTRATIO_>=0.55__FCF_P_0_0.05__None__v0,DEBTRATIO_>=0.55,FCF_P_0_0.05,None,v0,0.1744703090067934,40.55,-0.36059649184498366,0.6186440677966102,0.06132616973991456
DEBTRATIO_0.35_0.55__EPS_<0__C1_ROE_SEQ_qmax4__v0,DEBTRATIO_0.35_0.55,EPS_<0,C1_ROE_SEQ_qmax4,v0,0.17446610588672673,47.32,-0.47483021696122363,0.5830903790087464,0.3023097473239529
EPS_0_2__DEBTRATIO_0_0.35__C7_EPS_QOQ_ytdavg_gt_lyytdavg__v0,EPS_0_2,DEBTRATIO_0_0.35,C7_EPS_QOQ_ytdavg_gt_lyytdavg,v0,0.17440576109069816,52.17,-0.376047594368095,0.5921787709497207,0.16640301224172727
FCF_P_0_0.05__DEBTRATIO_>=0.55__C1_ROE_SEQ_qmax4__v1,FCF_P_0_0.05,DEBTRATIO_>=0.55,C1_ROE_SEQ_qmax4,v1,0.17373297202407878,30.92,-0.37483338293667245,0.5957446808510638,0.04642138759457759
EPS_>=2__FCF_P_>=0.05__C1_ROE_SEQ_qmax4__v0,EPS_>=2,FCF_P_>=0.05,C1_ROE_SEQ_qmax4,v0,0.17371104827367545,32.85,-0.5567344117063411,0.6512605042016807,0.24956577800214674
DEBTRATIO_>=0.55__FCF_P_0_0.05__C4_REVENUE_GROWTH_qmax5__v0,DEBTRATIO_>=0.55,FCF_P_0_0.05,C4_REVENUE_GROWTH_qmax5,v0,0.17363190261223727,40.47,-0.36289175376375016,0.6138107416879796,0.0565328497376798
FCF_P_0_0.05__DEBTRATIO_>=0.55__C1_ROE_SEQ_qmax4__v0,FCF_P_0_0.05,DEBTRATIO_>=0.55,C1_ROE_SEQ_qmax4,v0,0.17355953605256924,39.95,-0.3592827863639735,0.6062992125984252,0.044385216472043965
