strategy,F組合,C,CAGR,max_drawdown,win_ratio,持股數,V
REVENUE_qb0of3__CROIC_qb2of3__C20_FCF_P_DYN_ytdavg_gt_lyytdavg__v0,REVENUE_qb0of3__CROIC_qb2of3,C20_FCF_P_DYN_ytdavg_gt_lyytdavg,0.3835528847793601,-0.42563289317569897,0.5418015616073129,66.31468531468532,v0
VOL_qb2of3__PB_qb0of3__None__v0,VOL_qb2of3__PB_qb0of3,None,0.3829958502301678,-0.6024861686726957,0.5781736237793754,213.34294871794873,v0
VOL_qb2of3__PB_qb0of3__C17_FCF_P_DYN_qmax4__v0,VOL_qb2of3__PB_qb0of3,C17_FCF_P_DYN_qmax4,0.38276539338532256,-0.6141631066175286,0.5755697930889613,197.63141025641025,v0
REVENUE_qb0of3__ACCRUAL_qb0of3__C4_ROE_DYN_qmax8__v0,REVENUE_qb0of3__ACCRUAL_qb0of3,C4_ROE_DYN_qmax8,0.38266749529829047,-0.4564713637789508,0.4991646882968434,190.23397435897436,v0
REVENUE_qb0of3__ACCRUAL_qb0of3__C11_EPS_DYN_qmax8__v0,REVENUE_qb0of3__ACCRUAL_qb0of3,C11_EPS_DYN_qmax8,0.38246845100680615,-0.4630094026629131,0.4999112373513226,190.18269230769232,v0
REVENUE_qb0of3__PB_qb0of3__C14_EPS_DYN_ytdavg_gt_lyavg__v0,REVENUE_qb0of3__PB_qb0of3,C14_EPS_DYN_ytdavg_gt_lyavg,0.3807501685333816,-0.4050146188350632,0.5896069287141905,124.90666666666667,v0
P_IC_qb0of3__VOL_qb2of3__C6_ROE_DYN_ytdavg_gt_lyytdavg__v0,P_IC_qb0of3__VOL_qb2of3,C6_ROE_DYN_ytdavg_gt_lyytdavg,0.3806332635967309,-0.7066577897808477,0.5633830845771144,68.46153846153847,v0
REVENUE_qb0of3__ACCRUAL_qb0of3__C3_ROE_DYN_qmax4__v0,REVENUE_qb0of3__ACCRUAL_qb0of3,C3_ROE_DYN_qmax4,0.3800579951431873,-0.4600694736786761,0.5007218913553511,192.77564102564102,v0
PB_qb0of3__ROE_qb2of3__None__v0,PB_qb0of3__ROE_qb2of3,None,0.3789189009958063,-0.49337511069386564,0.5722443329295726,92.90384615384616,v0
PB_qb0of3__ROE_qb2of3__C11_EPS_DYN_qmax8__v0,PB_qb0of3__ROE_qb2of3,C11_EPS_DYN_qmax8,0.37877460659785545,-0.48893555526120225,0.5685542755151712,90.625,v0
REVENUE_qb0of3__ACCRUAL_qb0of3__C10_EPS_DYN_qmax4__v0,REVENUE_qb0of3__ACCRUAL_qb0of3,C10_EPS_DYN_qmax4,0.3786912954859425,-0.4656059842685717,0.5014974135583992,192.58333333333334,v0
P_IC_qb2of3__PB_qb0of3__C18_FCF_P_DYN_qmax8__v0,P_IC_qb2of3__PB_qb0of3,C18_FCF_P_DYN_qmax8,0.3786162773729511,-0.500701059292964,0.5476190476190477,35.38782051282051,v0
VOL_qb2of3__PS_qb0of3__C14_EPS_DYN_ytdavg_gt_lyavg__v0,VOL_qb2of3__PS_qb0of3,C14_EPS_DYN_ytdavg_gt_lyavg,0.3785663699281918,-0.6738519576578468,0.556632096069869,118.64666666666666,v0
PS_qb0of3__EPS_qb0of3__C7_ROE_DYN_ytdavg_gt_lyavg__v0,PS_qb0of3__EPS_qb0of3,C7_ROE_DYN_ytdavg_gt_lyavg,0.37845674070109925,-0.6795095071191346,0.5651186790505676,66.57333333333334,v0
PB_qb0of3__ROE_qb2of3__C10_EPS_DYN_qmax4__v0,PB_qb0of3__ROE_qb2of3,C10_EPS_DYN_qmax4,0.3784533524183933,-0.48902613271631645,0.5698584512905912,91.56089743589743,v0
PB_qb0of3__ROE_qb2of3__C3_ROE_DYN_qmax4__v0,PB_qb0of3__ROE_qb2of3,C3_ROE_DYN_qmax4,0.37844425773801404,-0.49180879290836144,0.570745382585752,91.70833333333333,v0
PB_qb0of3__ROE_qb2of3__C4_ROE_DYN_qmax8__v0,PB_qb0of3__ROE_qb2of3,C4_ROE_DYN_qmax8,0.3782612259750322,-0.48990797293079025,0.5701234172142972,90.94871794871794,v0
REVENUE_qb0of3__PS_qb0of3__C10_EPS_DYN_qmax4__v1,REVENUE_qb0of3__PS_qb0of3,C10_EPS_DYN_qmax4,0.37793882175795535,-0.5790685959825788,0.5668821481849826,20.19871794871795,v1
REVENUE_qb0of3__PS_qb0of3__C11_EPS_DYN_qmax8__v1,REVENUE_qb0of3__PS_qb0of3,C11_EPS_DYN_qmax8,0.37772214475498034,-0.5800836615789027,0.5659448818897638,19.993589743589745,v1
REVENUE_qb0of3__EV_S_qb0of3__C20_FCF_P_DYN_ytdavg_gt_lyytdavg__v0,REVENUE_qb0of3__EV_S_qb0of3,C20_FCF_P_DYN_ytdavg_gt_lyytdavg,0.3775789769994493,-0.5132252505253571,0.5801579128046688,55.07342657342657,v0
